Date,Open,High,Low,Close
9-April-2018,33653.61,33846.50,33578.91,33788.54,
10-April-2018,33880.11,33949.98,33813.30,33880.25,
11-April-2018,33970.35,33981.54,33750.74,33940.44,
12-April-2018,33987.55,34177.44,33924.88,34101.13,
13-April-2018,34167.53,34313.14,34103.53,34192.65,
16-April-2018,33944.73,34341.46,33899.34,34305.43,
17-April-2018,34381.80,34434.14,34229.83,34395.06,
18-April-2018,34443.42,34591.81,34270.04,34331.68,
19-April-2018,34403.67,34478.82,34358.91,34427.29,
20-April-2018,34434.14,34487.33,34311.29,34415.58,
